"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.137116500E0,-1.078520535E0,4.451771790E-1,-3.546539776E0,3.733541703E0
3.147044500E0,-1.169887227E0,3.610547492E-1,-3.680395406E0,3.878699138E0
3.156971500E0,-1.312501840E0,4.109013855E-1,-3.829749082E0,4.069211110E0
3.166899500E0,-1.319892428E0,5.574928361E-1,-3.755240352E0,4.019296503E0
3.176827500E0,-1.175711053E0,7.895866594E-1,-3.597431602E0,3.866168350E0
3.186754500E0,-1.087975629E0,1.041274502E0,-3.237423797E0,3.570554075E0
3.196682500E0,-1.045638864E0,1.151983052E0,-2.373376063E0,2.837840644E0
3.206609500E0,-1.042603721E0,1.194244680E0,-1.115245873E0,1.938302410E0
3.216537500E0,-1.005167288E0,1.179089282E0,2.463841259E-1,1.568858805E0
3.226465500E0,-1.004391947E0,1.211163307E0,1.474059677E0,2.156054654E0
3.236392500E0,-7.366481616E-1,1.066184518E0,2.313226340E0,2.651493172E0
3.246320500E0,-1.491286305E-1,8.033451578E-1,3.269222710E0,3.369780396E0
3.256247500E0,3.722086054E-1,5.968820196E-1,4.236943917E0,4.294939016E0
3.266175500E0,5.376706289E-1,5.876706085E-1,4.955573738E0,5.019178969E0
3.276102500E0,4.437970168E-1,6.247463411E-1,6.342922715E0,6.389047844E0
3.286030500E0,2.524965859E-1,7.333563253E-1,7.736560373E0,7.775341306E0
3.295958500E0,3.211889445E-1,7.349780506E-1,8.992976743E0,9.028675749E0
3.305885500E0,7.240458038E-1,7.075104627E-1,9.821528370E0,9.873562321E0
3.315813500E0,1.156344052E0,6.875068456E-1,1.008754160E1,1.017685083E1
3.325740500E0,1.515611453E0,6.611511058E-1,1.020504958E1,1.033814470E1
3.335668500E0,1.757578885E0,7.077063444E-1,1.022185214E1,1.039597004E1
3.345596500E0,1.770727811E0,8.417701355E-1,1.000932456E1,1.019954078E1
3.355523500E0,1.833882272E0,8.337334299E-1,9.354350458E0,9.568809127E0
3.365451500E0,2.005093132E0,6.017208830E-1,8.412881495E0,8.669431442E0
3.375379500E0,2.034995061E0,3.718881780E-1,7.231635759E0,7.521706022E0
3.385306500E0,1.796276635E0,2.397779417E-1,5.940699182E0,6.210958862E0
3.395233833E0,1.407850192E0,1.227055746E-1,4.705146847E0,4.912790009E0
3.405160833E0,9.721255492E-1,-9.337418675E-3,3.650536015E0,3.777767657E0
3.415088833E0,5.510524204E-1,-5.155256152E-2,2.793244153E0,2.847547952E0
3.425015833E0,2.087974197E-1,-5.818213463E-2,2.045722656E0,2.057173475E0
3.434943833E0,-6.995945022E-2,-8.409231663E-2,1.328666906E0,1.333162252E0
3.444871833E0,-3.040543368E-1,-1.159309906E-1,6.491420943E-1,7.261366902E-1
3.454798833E0,-4.744511180E-1,-1.485964608E-1,-8.465598822E-3,4.972488691E-1
3.464726833E0,-4.766009930E-1,-1.886012100E-1,-5.638815039E-1,7.620244572E-1
3.474653833E0,-3.713008983E-1,-1.442915945E-1,-1.077524900E0,1.148801259E0
3.484581833E0,-3.363217579E-1,-4.565798342E-2,-1.589297773E0,1.625135190E0
3.494509833E0,-3.100728028E-1,-4.878185838E-2,-2.018112688E0,2.042376957E0
3.504436833E0,-2.750889847E-1,-1.176537265E-1,-2.395509528E0,2.414121423E0
3.514364833E0,-2.113412509E-1,-1.478294523E-1,-2.725547429E0,2.737723043E0
3.524291833E0,-1.800312383E-1,-9.042485118E-2,-3.064373111E0,3.070988516E0
3.534219833E0,-1.269236829E-1,-7.755659133E-2,-3.316300982E0,3.319635048E0
3.544147833E0,-1.579189691E-1,-1.322127087E-1,-3.337510588E0,3.343859376E0
3.554074833E0,-2.575732847E-1,-1.474802274E-1,-3.314504718E0,3.327767410E0
3.564002833E0,-2.870146734E-1,-2.233905351E-1,-3.051228570E0,3.072828753E0
3.573929833E0,-1.591955625E-1,-3.423562306E-1,-2.952486640E0,2.976529585E0
3.583857833E0,-1.024359092E-2,-3.381003347E-1,-3.309110076E0,3.326353298E0
3.593785833E0,1.785055536E-1,-3.300057417E-1,-3.820993461E0,3.839369616E0
3.603712833E0,2.737199322E-1,-3.258781922E-1,-4.197859374E0,4.219377030E0
3.613640833E0,2.098300380E-1,-2.500952075E-1,-4.550156456E0,4.561852697E0
3.623567833E0,8.464495160E-2,-9.942722440E-2,-4.880535834E0,4.882282312E0
3.633495833E0,-4.608453780E-2,-4.099775255E-3,-4.932907591E0,4.933124557E0
3.643423833E0,-1.995532642E-1,1.678843787E-1,-4.914136859E0,4.921051487E0
3.653350833E0,-2.469176113E-1,3.640166563E-1,-4.966026805E0,4.985468750E0
3.663278833E0,-1.178285582E-1,4.415024963E-1,-4.836262472E0,4.857802252E0
3.673205833E0,-3.709327430E-3,5.054020384E-1,-4.336651223E0,4.366003758E0
3.683133833E0,5.007811300E-2,7.121461353E-1,-4.116380178E0,4.177827869E0
3.693061834E0,1.707767770E-1,9.026595309E-1,-4.012343009E0,4.116169986E0
3.702988833E0,1.462547971E-1,9.543231896E-1,-3.670727035E0,3.795571128E0
3.712916833E0,-3.676853456E-2,9.807078731E-1,-3.433832356E0,3.571322515E0
3.722843834E0,-1.966526797E-1,9.901189667E-1,-3.344865800E0,3.493871072E0
3.732771833E0,-2.762946805E-1,1.007531098E0,-3.078241537E0,3.250696637E0
3.742699833E0,-5.114242320E-1,1.216441003E0,-2.773919690E0,3.071793272E0
3.752626834E0,-7.966244412E-1,1.489718813E0,-2.634489325E0,3.129601675E0
3.762554833E0,-9.397006188E-1,1.676242653E0,-2.450365766E0,3.114019761E0
3.772481833E0,-9.746887493E-1,1.802301314E0,-2.057135251E0,2.903465795E0
3.782409834E0,-8.132504142E-1,1.854725111E0,-1.560786164E0,2.556840809E0
3.792337833E0,-6.038516083E-1,1.942144493E0,-1.136749009E0,2.329970022E0
3.802264833E0,-4.663241460E-1,1.909862600E0,-4.740197396E-1,2.022307611E0
3.812192834E0,-3.649492141E-1,1.627691175E0,2.870936108E-1,1.692627907E0
3.822119833E0,-2.975232893E-1,1.204428484E0,8.483830440E-1,1.502971014E0
3.832047833E0,-3.369472638E-1,8.880590335E-1,1.090889297E0,1.446451438E0
3.841975834E0,-3.438420812E-1,7.958235919E-1,1.091043078E0,1.393534199E0
3.851902833E0,-4.326916925E-1,9.144837704E-1,1.211315627E0,1.578223119E0
3.861830833E0,-4.749560250E-1,9.458818567E-1,1.752481282E0,2.047307099E0
3.871757834E0,-5.965898781E-1,8.302274394E-1,2.718530771E0,2.904411581E0
3.881685833E0,-6.128751046E-1,7.724698126E-1,3.771131330E0,3.897917009E0
3.891613833E0,-5.103121646E-1,8.057512870E-1,5.138146614E0,5.225916596E0
3.901540834E0,-4.676519025E-1,9.600221783E-1,6.196751679E0,6.288089715E0
3.911468833E0,-6.013447608E-1,1.082664895E0,6.733871647E0,6.846809925E0
3.921395833E0,-1.019066193E0,1.082661387E0,6.916685429E0,7.074686488E0
3.931323834E0,-1.375871332E0,1.011824708E0,7.094260690E0,7.296940859E0
3.941251833E0,-1.388556720E0,8.986106265E-1,7.354505056E0,7.538191789E0
3.951178833E0,-1.225840987E0,6.733326101E-1,7.460556006E0,7.590517693E0
3.961106833E0,-8.483390437E-1,2.715259838E-1,7.422656109E0,7.475909925E0
3.971033833E0,-3.301975304E-1,4.797055721E-3,6.819629250E0,6.827620122E0
3.980961833E0,-5.346416250E-2,-5.246238828E-2,5.954329627E0,5.954800754E0
3.990889833E0,-2.218983257E-1,-8.628531486E-2,4.821831543E0,4.827705817E0
4.000816833E0,-4.848427896E-1,-2.346639669E-1,3.253528199E0,3.297815254E0
4.010744833E0,-5.058996364E-1,-4.425380382E-1,1.939129668E0,2.052315334E0
4.020671833E0,-2.675968011E-1,-6.989545244E-1,1.653289116E0,1.814803123E0
4.030599833E0,-2.286368032E-1,-7.715690491E-1,1.711285309E0,1.891055524E0
4.040527833E0,-1.548599982E-1,-8.006510532E-1,1.547429954E0,1.749160711E0
4.050454833E0,1.374507907E-1,-1.001916017E0,1.413621687E0,1.738118148E0
4.060382833E0,2.969768670E-1,-1.190761494E0,1.231326553E0,1.738468658E0
4.070310833E0,3.815944098E-1,-1.433999233E0,1.043156136E0,1.813875084E0
4.080237833E0,3.435530095E-1,-1.627155863E0,6.977043897E-1,1.803456761E0
4.090165833E0,1.836311498E-1,-1.701653483E0,-1.022268713E-2,1.711563461E0
4.100092833E0,1.055227274E-1,-1.702605702E0,-9.270245862E-1,1.941488039E0
4.110020833E0,1.283290612E-1,-1.612064784E0,-1.894506058E0,2.490858169E0
4.119948833E0,2.122983670E-1,-1.432398558E0,-2.875051963E0,3.219124107E0
4.129875833E0,3.441586348E-1,-1.258526046E0,-3.512475067E0,3.746973989E0
4.139803833E0,3.866477197E-1,-1.101375985E0,-3.808051819E0,3.982936627E0
4.149730833E0,2.873326888E-1,-9.235536790E-1,-3.969312179E0,4.085455990E0
4.159658833E0,9.549416788E-2,-8.093712983E-1,-3.818813034E0,3.904809090E0
4.169586833E0,-2.012143850E-2,-8.369672325E-1,-3.557890976E0,3.655065966E0
4.179513833E0,-3.277444772E-2,-9.612764060E-1,-3.462581946E0,3.593688944E0
4.189441833E0,-2.006581686E-2,-1.136549911E0,-3.343026266E0,3.531001693E0
4.199368833E0,-5.964430399E-2,-1.190058659E0,-3.313862109E0,3.521573388E0
4.209296833E0,-1.570842791E-1,-1.178015149E0,-3.414710791E0,3.615611283E0
4.219224833E0,-2.825625303E-1,-1.225739830E0,-3.519919158E0,3.737928650E0
4.229151833E0,-3.760042524E-1,-1.205131904E0,-3.697970967E0,3.907519850E0
4.239079833E0,-3.541699451E-1,-1.063607358E0,-3.998645906E0,4.152814232E0
4.249006833E0,-2.771827995E-1,-8.597175792E-1,-4.281718971E0,4.375964119E0
4.258934833E0,-1.718542727E-1,-6.355286068E-1,-4.510024676E0,4.557823283E0
4.268862834E0,-1.475922015E-1,-3.995817608E-1,-4.406106790E0,4.426649533E0
4.278789833E0,-2.980501235E-1,-9.614196628E-2,-4.071551914E0,4.083578350E0
4.288717833E0,-4.979243997E-1,1.313243705E-1,-3.618510230E0,3.654968000E0
4.298644833E0,-6.207063536E-1,1.720771247E-1,-3.080326070E0,3.146950208E0
4.308572833E0,-5.740593137E-1,1.679130301E-1,-2.835146470E0,2.897549721E0
4.318500833E0,-3.841693774E-1,1.185063967E-1,-2.684877121E0,2.714810312E0
4.328427834E0,-3.003290758E-1,1.277499676E-1,-2.652416888E0,2.672420804E0
4.338355833E0,-4.229685768E-1,2.424132818E-1,-2.518677033E0,2.565424061E0
4.348282833E0,-5.449599141E-1,3.868544188E-1,-2.451576140E0,2.541035856E0
4.358210834E0,-4.917574145E-1,5.278492069E-1,-2.557313679E0,2.657123143E0
4.368138833E0,-4.814335705E-1,7.733018714E-1,-2.467810349E0,2.630563055E0
4.378065833E0,-5.770327690E-1,1.010260870E0,-2.337526199E0,2.611057750E0
4.387993834E0,-6.763150556E-1,1.172893280E0,-2.211601147E0,2.593117879E0
4.397924750E0,-8.458854058E-1,1.275251714E0,-1.892818551E0,2.434040082E0
4.407852750E0,-8.872374266E-1,1.254783828E0,-1.352665633E0,2.047285281E0
4.417780750E0,-8.130954630E-1,1.196562809E0,-6.213736671E-1,1.574481509E0
4.427707750E0,-9.194601895E-1,1.179363224E0,2.079322511E-1,1.509814716E0
4.437635750E0,-9.462464306E-1,1.168987632E0,9.066458702E-1,1.756109657E0
4.447562750E0,-7.532806396E-1,1.170043640E0,1.559416162E0,2.090026939E0
4.457490750E0,-4.057045265E-1,1.014984251E0,2.350672494E0,2.592383144E0
4.467418750E0,1.075105615E-2,8.545881093E-1,2.779565762E0,2.907992821E0
4.477345750E0,5.329295602E-1,7.296146920E-1,3.227582349E0,3.351662174E0
4.487273750E0,9.230756691E-1,7.640544999E-1,3.706845871E0,3.895709728E0
4.497201750E0,9.582465251E-1,9.937223133E-1,4.035140718E0,4.264748650E0
4.507128750E0,6.489913092E-1,1.172353582E0,4.424834252E0,4.623284633E0
4.517056750E0,2.046238965E-1,1.263294450E0,4.995320771E0,5.156647497E0
4.526983750E0,-1.282200837E-1,1.298065795E0,5.562122959E0,5.713022581E0
4.536911750E0,-3.906714812E-1,1.259401959E0,6.082092458E0,6.223388640E0
4.546839750E0,-3.957204788E-1,1.060962954E0,6.753598398E0,6.847870356E0
4.556766750E0,-1.821146013E-1,8.534791848E-1,7.285617839E0,7.337698532E0
4.566694750E0,2.425042791E-1,6.592384815E-1,7.698430679E0,7.730409991E0
4.576621750E0,7.071621879E-1,4.877595270E-1,8.078054139E0,8.123604273E0
4.586549750E0,9.272054844E-1,4.108399898E-1,8.096464097E0,8.159732250E0
4.596477750E0,9.364074670E-1,3.007538760E-1,7.425792555E0,7.490641288E0
4.606404750E0,1.000296192E0,3.695147932E-3,6.287584666E0,6.366657448E0
4.616332750E0,1.057329641E0,-2.167837662E-1,4.857835774E0,4.976294764E0
4.626259750E0,1.004108138E0,-3.072752756E-1,3.351556769E0,3.512205009E0
4.636187750E0,7.946426737E-1,-3.191340137E-1,2.030378392E0,2.203574349E0
4.646115750E0,4.377549427E-1,-2.757362714E-1,1.014331117E0,1.138651613E0
4.656042750E0,1.517277179E-1,-1.826348573E-1,1.180137688E-1,2.651490922E-1
4.665970750E0,1.207859337E-2,-7.145867631E-2,-6.230342764E-1,6.272351587E-1
4.675897750E0,-9.524376087E-2,-1.898985609E-2,-1.051189041E0,1.055665851E0
4.685825750E0,-1.668657938E-1,-7.838134110E-2,-1.344639745E0,1.357219168E0
4.695753750E0,-1.780382880E-1,-1.190270913E-1,-1.607234107E0,1.621439655E0
4.705680750E0,-3.391520295E-1,-1.315586977E-1,-1.534606426E0,1.577133055E0
4.715608750E0,-4.903073050E-1,-1.631446257E-1,-1.650858428E0,1.729841314E0
4.725536750E0,-5.105018337E-1,-3.308389699E-1,-2.031180630E0,2.120321037E0
4.735463750E0,-5.172810224E-1,-5.451125264E-1,-2.279612451E0,2.400283369E0
4.745391750E0,-5.361026249E-1,-5.786805144E-1,-2.523054843E0,2.643498232E0
4.755318750E0,-5.192856672E-1,-5.372955300E-1,-2.899137813E0,2.993884459E0
4.765246750E0,-3.246765894E-1,-5.413767403E-1,-3.276720010E0,3.336974331E0
4.775174750E0,-2.295481648E-1,-4.535783122E-1,-3.552072412E0,3.588264771E0
4.785101750E0,-2.302330200E-1,-3.633089970E-1,-3.720455266E0,3.745235380E0
4.795029750E0,-1.083543878E-1,-4.107069656E-1,-3.662857853E0,3.687404037E0
4.804956750E0,-8.607386492E-2,-3.339591904E-1,-3.650606182E0,3.666860093E0
4.814884750E0,-5.829754405E-2,-1.826752031E-1,-3.751604553E0,3.756501771E0
4.824812750E0,-6.526413605E-2,-7.579804122E-2,-3.751886389E0,3.753219448E0
4.834739750E0,-2.500117385E-1,-8.233464360E-3,-3.813181581E0,3.821377687E0
4.844667750E0,-4.240648567E-1,-2.219164521E-2,-3.974401011E0,3.997022250E0
4.854594750E0,-5.457119391E-1,-5.414521694E-4,-4.143028278E0,4.178813842E0
4.864522750E0,-5.798668414E-1,8.086436123E-2,-4.282197273E0,4.322036336E0
4.874450750E0,-4.862902679E-1,1.955829316E-1,-4.306266752E0,4.338048438E0
4.884377750E0,-4.451664347E-1,3.496564794E-1,-4.092956817E0,4.131915816E0
4.894305750E0,-4.948394088E-1,5.005772084E-1,-3.643632792E0,3.710997643E0
4.904232750E0,-5.495844039E-1,6.014457715E-1,-3.088579999E0,3.194230180E0
4.914160750E0,-6.473633713E-1,7.000368440E-1,-2.695882165E0,2.859529956E0
4.924088750E0,-7.824105909E-1,6.575012738E-1,-2.304467795E0,2.520921672E0
4.934015750E0,-1.033470443E0,5.856775850E-1,-1.999944220E0,2.326124733E0
4.943943750E0,-1.302258687E0,4.319265112E-1,-1.850187671E0,2.303395888E0
4.953871750E0,-1.253200986E0,3.345136526E-1,-1.994934910E0,2.379533020E0
4.963798750E0,-1.079552569E0,4.055587846E-1,-2.028350578E0,2.333263325E0
4.973726750E0,-1.067920849E0,6.482924938E-1,-1.919874203E0,2.290557803E0
4.983653750E0,-1.112458798E0,9.111394554E-1,-1.840176653E0,2.335377871E0
4.993581750E0,-1.138659587E0,1.116146929E0,-1.851868746E0,2.443715915E0
5.003509750E0,-1.119923646E0,1.276484599E0,-1.891725122E0,2.542098708E0
5.013436750E0,-9.620573017E-1,1.335220465E0,-1.592153553E0,2.289829880E0
5.023364750E0,-9.021286038E-1,1.390937998E0,-9.555151445E-1,1.913518676E0
5.033291750E0,-9.522405575E-1,1.471736286E0,-3.539173454E-1,1.788302900E0
5.043219750E0,-8.515509193E-1,1.430592061E0,2.484388375E-1,1.683286805E0
5.053147750E0,-5.727030520E-1,1.302760817E0,8.748709309E-1,1.670501026E0
5.063074750E0,-4.239001845E-1,1.303815655E0,1.656414453E0,2.150194286E0
5.073002750E0,-4.097218560E-1,1.300818664E0,2.658378124E0,2.987804453E0
5.082929750E0,-4.277056986E-1,1.296755726E0,3.878235363E0,4.111595446E0
5.092857750E0,-5.285814245E-1,1.217984084E0,5.071471399E0,5.242395035E0
5.102785750E0,-6.259893130E-1,1.084931861E0,5.910213554E0,6.041486904E0
5.112712750E0,-6.208833781E-1,9.946745324E-1,6.279404411E0,6.387941245E0
5.122640750E0,-6.439522518E-1,9.116832465E-1,6.691838352E0,6.784286357E0
5.132568750E0,-7.275667048E-1,9.125337240E-1,7.273419378E0,7.366457802E0
5.142495750E0,-9.052856617E-1,1.098024361E0,7.563386895E0,7.696104271E0
5.152423750E0,-8.945022266E-1,1.128138107E0,7.829208335E0,7.960485725E0
5.162350750E0,-6.621188200E-1,1.072945069E0,8.096879835E0,8.194453948E0
5.172278750E0,-4.317816465E-1,1.038265233E0,7.979846059E0,8.058683094E0
5.182206750E0,-2.323183563E-1,7.803875273E-1,7.642155322E0,7.685409194E0
5.192133750E0,-1.315559202E-1,4.903571525E-1,6.938465137E0,6.957014846E0
5.202061750E0,-6.284996688E-2,2.670277208E-1,6.008674818E0,6.014933665E0
5.211988750E0,2.967286527E-2,1.434178743E-1,5.039760779E0,5.041888324E0
5.221916750E0,6.954766005E-2,1.016094053E-1,3.964545529E0,3.966457185E0
5.231844750E0,7.425744608E-2,1.677303046E-2,2.909565153E0,2.910560922E0
5.241771750E0,3.337941527E-2,-9.241553575E-2,1.870512593E0,1.873091609E0
5.251699750E0,1.014512381E-1,-2.528488076E-1,8.189288646E-1,8.630581432E-1
5.261626750E0,3.181616217E-1,-4.319034147E-1,-5.464866221E-2,5.392159618E-1
5.271554750E0,4.805234514E-1,-5.721260780E-1,-7.354411501E-1,1.048381954E0
5.281482750E0,5.128547533E-1,-7.203386691E-1,-1.303968852E0,1.575513428E0
5.291409750E0,4.919256681E-1,-8.856113890E-1,-1.836926186E0,2.097759807E0
5.301337750E0,5.287901701E-1,-1.086068267E0,-2.164752671E0,2.478975080E0
5.311265750E0,5.266114976E-1,-1.258701755E0,-2.299380133E0,2.673723765E0
5.321192750E0,4.279978401E-1,-1.391577684E0,-2.388284708E0,2.797065328E0
5.331120750E0,2.562165845E-1,-1.546624793E0,-2.317162101E0,2.797666061E0
5.341047750E0,1.048924707E-1,-1.659747658E0,-2.312884862E0,2.848719204E0
5.350975750E0,9.363277987E-2,-1.823310652E0,-2.591073164E0,3.169682787E0
5.360903750E0,1.365093159E-1,-1.957212475E0,-3.027112899E0,3.607315895E0
5.370830750E0,1.274083440E-1,-1.974969300E0,-3.405290342E0,3.938621451E0
5.380758750E0,5.666865595E-2,-1.917248510E0,-3.754729890E0,4.216283877E0
5.390685750E0,2.263968810E-2,-1.827193496E0,-4.086150073E0,4.476133493E0
5.400609583E0,1.859246470E-2,-1.746301068E0,-4.358444965E0,4.695312089E0
5.410537584E0,3.317637071E-3,-1.698798580E0,-4.461305090E0,4.773800449E0
5.420464583E0,-4.184837624E-2,-1.691869922E0,-4.451479429E0,4.762336005E0
5.430392583E0,-5.272858277E-2,-1.675808205E0,-4.517350652E0,4.818461410E0
5.440320584E0,-6.314020805E-2,-1.543699431E0,-4.740455258E0,4.985871105E0
5.450247583E0,-3.485898010E-2,-1.455676323E0,-4.942967141E0,5.152973206E0
5.460175583E0,5.167184472E-3,-1.429287839E0,-4.935435927E0,5.138231040E0
5.470102584E0,-8.445418619E-2,-1.343414753E0,-4.761991723E0,4.948581704E0
5.480030583E0,-2.267383584E-1,-1.201249937E0,-4.463262153E0,4.627647431E0
5.489958583E0,-3.741132628E-1,-1.084444495E0,-4.220085225E0,4.373225343E0
5.499885584E0,-4.412758436E-1,-1.032460702E0,-3.979092232E0,4.134473904E0
5.509813583E0,-4.640714331E-1,-9.657831475E-1,-3.832484409E0,3.979451737E0
5.519740583E0,-4.711623515E-1,-8.502746183E-1,-3.719358913E0,3.844293382E0
5.529668583E0,-5.259338053E-1,-7.490338799E-1,-3.452626476E0,3.571874537E0
5.539596583E0,-6.340048224E-1,-5.852814361E-1,-3.453203012E0,3.559371787E0
5.549523583E0,-7.333906777E-1,-4.920256555E-1,-3.331680914E0,3.446744673E0
5.559451583E0,-8.746307565E-1,-3.825903368E-1,-3.299882001E0,3.435196580E0
5.569379583E0,-9.313252133E-1,-3.502949953E-1,-3.399539605E0,3.542166394E0
5.579306583E0,-9.862539572E-1,-3.212188384E-1,-3.168045999E0,3.333525740E0
5.589234583E0,-1.163011778E0,-1.536183420E-1,-2.740198213E0,2.980751790E0
5.599161583E0,-1.233224705E0,5.658730656E-2,-2.517909293E0,2.804266839E0
5.609089583E0,-1.170448267E0,2.004331970E-1,-2.452231028E0,2.724621006E0
5.619017583E0,-1.117162006E0,2.720726985E-1,-1.957975245E0,2.270625808E0
5.628944583E0,-1.050807364E0,4.084911633E-1,-1.292745121E0,1.715299127E0
5.638872583E0,-9.060509160E-1,7.491397145E-1,-5.937251079E-1,1.317060393E0
5.648799583E0,-7.364417548E-1,1.077571971E0,3.434245169E-1,1.349610391E0
5.658727583E0,-5.392682344E-1,1.127863872E0,1.146075903E0,1.695988537E0
5.668655583E0,-3.591913877E-1,1.045048880E0,2.162119085E0,2.428148379E0
5.678582583E0,-3.107877711E-1,9.957015958E-1,3.303615448E0,3.464373787E0
5.688510583E0,-1.200771781E-1,8.178728575E-1,4.289109267E0,4.368042221E0
5.698438583E0,3.892873722E-1,5.953687602E-1,5.090729789E0,5.140188557E0
5.708365583E0,8.561142325E-1,6.179550925E-1,5.708932511E0,5.805748056E0
5.718293583E0,1.006984895E0,9.033784461E-1,6.399199242E0,6.540631631E0
5.728220583E0,7.893907776E-1,1.380509489E0,7.119606031E0,7.295048615E0
5.738148583E0,5.642417655E-1,1.635239346E0,7.810390826E0,7.999661327E0
5.748076583E0,5.089855045E-1,1.623026851E0,8.696924613E0,8.861703004E0
5.758003583E0,4.977490564E-1,1.464277870E0,9.428756862E0,9.554753778E0
5.767931583E0,6.754615813E-1,1.138251451E0,9.904011533E0,9.992062308E0
5.777858583E0,9.409851790E-1,9.471998191E-1,9.807290400E0,9.897756594E0
5.787786583E0,1.078248566E0,9.605630457E-1,9.193788840E0,9.306506034E0
5.797714583E0,1.109696866E0,7.868688735E-1,8.514171642E0,8.622163795E0
5.807641583E0,9.742244073E-1,5.177811787E-1,7.575723935E0,7.655638686E0
5.817569583E0,8.234323170E-1,3.309348643E-1,6.418540077E0,6.479599940E0
5.827497583E0,6.487316197E-1,2.665874255E-1,5.323578780E0,5.369582162E0
5.837424584E0,4.726797771E-1,2.288506651E-1,4.189756887E0,4.222542074E0
5.847352583E0,3.198575335E-1,2.438069656E-1,3.054667318E0,3.081029552E0
5.857279583E0,1.100713496E-1,3.442583299E-1,2.075990183E0,2.107217297E0
5.867207584E0,-2.674341023E-2,3.813558434E-1,1.330842070E0,1.384661729E0
5.877135583E0,4.719287753E-2,3.798196337E-1,6.103142434E-1,7.203982215E-1
5.887062583E0,2.692650117E-1,3.075071177E-1,-4.518377423E-2,4.112248137E-1
5.896990584E0,4.672371157E-1,2.897900543E-1,-6.296685272E-1,8.359253866E-1
5.906917583E0,5.484869546E-1,2.905794284E-1,-1.142478696E0,1.300204566E0
5.916845583E0,5.125383458E-1,2.509677583E-1,-1.589019445E0,1.688390704E0
5.926773584E0,4.093170094E-1,1.731253843E-1,-1.906563601E0,1.957676576E0
5.936700583E0,3.037089126E-1,7.117800996E-2,-2.114263133E0,2.137150909E0
5.946628583E0,2.063011703E-1,3.940935642E-2,-2.318349085E0,2.327843584E0
5.956556584E0,1.780213311E-1,-3.527098954E-2,-2.600601202E0,2.606925823E0
5.966483583E0,1.549724840E-1,-1.337372240E-1,-2.985902308E0,2.992910742E0
5.976411583E0,6.310052007E-2,-1.875166976E-1,-3.376298677E0,3.382090618E0
5.986338584E0,-1.613831520E-3,-2.539340508E-1,-3.739311951E0,3.747924623E0
5.996266583E0,-2.420264885E-2,-2.386643395E-1,-3.982516946E0,3.989735287E0
6.006194583E0,-1.574764811E-2,-1.461838996E-1,-4.233513356E0,4.236065752E0
6.016121584E0,1.246352289E-1,-1.588704573E-1,-4.508859326E0,4.513378577E0
6.026049583E0,2.029409947E-1,-1.529412344E-1,-4.637691028E0,4.644647903E0
6.035977583E0,1.471706173E-1,-2.675130397E-2,-4.669869425E0,4.672264469E0
6.045904584E0,4.355634794E-2,6.117678612E-2,-4.602001378E0,4.602614087E0
6.055832583E0,-1.975649916E-2,3.992873535E-2,-4.444989020E0,4.445212257E0
6.065759583E0,-5.501499027E-3,4.274577767E-2,-4.418309929E0,4.418520125E0
